t,s1
29.181,-7.9043
29.214,-6.1173
29.247,-4.3417
29.281,-2.4849
29.314,-0.5382
29.347,1.4405
29.381,3.3531
29.414,5.2511
29.447,7.0111
29.481,8.6574
29.514,10.1903
29.548,11.66
29.615,12.8847
29.648,13.8207
29.681,14.4622
29.716,14.8348
29.748,14.9872
29.781,14.8687
29.815,14.5438
29.847,13.94
29.881,12.9907
29.915,11.597
29.948,10.2331
29.981,8.667
30.014,6.9611
30.048,5.1407
30.08,3.1924
30.114,1.2296
30.148,-0.8055
30.181,-2.798
30.218,-4.6654
30.244,-6.4437
30.281,-8.1987
30.314,-9.7305
30.347,-11.0619
30.432,-12.538
30.447,-13.4062
30.48,-14.0392
30.515,-14.4201
30.548,-14.5315
30.581,-14.3626
30.615,-13.9312
30.647,-13.2308
30.68,-12.2956
30.714,-11.1121
30.748,-9.3854
30.781,-7.821
30.814,-6.051
30.848,-4.2588
30.881,-2.3529
30.914,-0.3777
30.948,1.601
30.981,3.5305
31.015,5.4046
31.047,7.1651
31.081,8.8118
31.114,10.3281
31.148,11.8484
31.215,13.0741
31.248,13.9611
31.281,14.5912
31.315,14.9638
31.348,15.0993
31.381,15.0049
31.415,14.663
31.447,14.044
31.481,13.1488
31.514,11.7213
31.548,10.3621
31.581,8.8409
31.614,7.1178
31.648,5.2996
31.681,3.368
31.714,1.3882
31.748,-0.6468
31.781,-2.6411
31.814,-4.5557
31.847,-6.3506
31.881,-8.128
31.914,-9.7047
31.947,-11.4128
32.015,-12.9189
32.048,-13.8038
32.081,-14.4368
32.114,-14.8177
32.148,-14.9291
32.181,-14.7672
32.214,-14.3358
32.247,-13.6354
32.281,-12.7168
32.314,-11.1732
32.348,-9.4352
32.381,-7.8707
32.414,-6.1008
32.448,-4.3086
32.48,-2.4517
32.515,-0.487
32.547,1.5086
32.58,3.438
32.614,5.3457
32.648,7.1227
32.681,8.7859
32.714,10.3023
32.748,11.5695
32.814,12.7072
32.848,13.6433
32.881,14.2838
32.915,14.6225
32.948,14.7411
32.981,14.6129
33.015,14.2651
33.047,13.602
33.081,12.6527
33.115,11.4616
33.148,10.1692
33.181,8.6032
33.214,6.8811
33.247,5.0634
33.281,3.1321
33.314,1.1526
33.347,-0.8933
33.381,-2.8604
33.415,-4.7449
33.448,-6.54
33.481,-8.3179
33.515,-9.8498
33.548,-11.1213
33.614,-12.5318
33.648,-13.4
33.68,-14.0554
33.714,-14.4196
33.748,-14.5141
33.781,-14.3389
33.815,-13.8906
33.847,-13.1851
33.881,-12.2666
33.915,-11.1772
33.947,-9.5183
33.982,-7.9704
34.014,-6.1827
34.047,-4.4071
34.081,-2.5669
34.114,-0.5928
34.148,1.3691
34.181,3.2984
34.214,5.1892
34.248,6.9741
34.281,8.6203
34.314,10.1362
34.348,11.3806
34.414,12.6635
34.448,13.5991
34.481,14.2231
34.514,14.604
34.547,14.7613
34.581,14.6331
34.615,14.2771
34.648,13.593
34.681,12.6441
34.715,11.4971
34.748,10.0761
34.781,8.5271
34.815,6.8052
34.848,4.9791
34.881,3.0259
34.915,1.0632
34.947,-0.9658
34.981,-2.8949
35.014,-4.7626
35.047,-6.5578
35.082,-8.3139
35.114,-9.8458
35.148,-11.1721
35.214,-12.3152
35.248,-13.1834
35.281,-13.8168
35.317,-14.1809
35.348,-14.2754
35.381,-14.1002
35.414,-13.6519
35.448,-12.9514
35.481,-12.0329
35.515,-10.8711
35.548,-9.4795
35.582,-7.9264
35.615,-6.1608
35.647,-4.3852
35.681,-2.545
35.714,-0.6224
35.748,1.3395
35.781,3.2457
35.814,5.1364
35.848,6.9131
35.881,8.5593
35.914,10.0699
35.948,11.4968
36.015,12.9331
36.047,13.8687
36.081,14.5193
36.115,14.8747
36.147,14.9996
36.181,14.8714
36.215,14.5237
36.248,13.8397
36.282,12.916
36.315,11.5866
36.348,10.0122
36.381,8.4632
36.415,6.7661
36.447,4.9655
36.481,3.0512
36.514,1.0885
36.548,-0.9238
36.581,-2.8529
36.614,-4.7458
36.648,-6.541
36.681,-8.2972
36.714,-9.8603
36.748,-11.2244
36.815,-12.3676
36.848,-13.2669
36.881,-13.9002
36.915,-14.2811
36.947,-14.3756
36.981,-14.2066
37.014,-13.7583
37.048,-13.0578
37.081,-12.108
37.115,-10.9083
37.148,-9.5167
37.182,-7.9319
37.214,-6.1663
37.249,-4.3908
37.281,-2.5506
37.314,-0.6385
37.347,1.3234
37.381,3.236
37.414,5.093
37.448,6.8527
37.481,8.4989
37.514,10.009
37.548,11.3839
37.615,12.4199
37.652,13.3555
37.681,14.0222
37.714,14.3775
37.748,14.496
37.781,14.4015
37.815,14.0539
37.848,13.3743
37.881,12.4254
37.914,11.1479
37.948,9.9738
37.981,8.4026
38.014,6.7062
38.048,4.9032
38.081,2.9853
38.114,1.0227
38.147,-0.9896
38.181,-2.9231
38.215,-4.7908
38.248,-6.5937
38.281,-8.3499
38.315,-9.8595
38.348,-11.2108
38.381,-11.9721
38.414,-12.8794
38.447,-13.5808
38.481,-14.0466
38.515,-14.2593
38.547,-14.2254
38.582,-13.9373
38.615,-13.4042
38.648,-12.6356
38.681,-11.6813
38.714,-10.8845
38.748,-9.4925
38.782,-7.9446
38.814,-6.1804
38.848,-4.4048
38.881,-2.5576
38.915,-0.6456
38.948,1.3163
38.981,3.2289
39.015,5.1028
39.047,6.8625
39.082,8.5087
39.122,10.2419
39.147,11.6889
39.182,12.488
39.215,13.6022
39.247,14.3377
39.281,14.789
39.315,15.0264
39.348,15.0166
39.382,14.787
39.414,14.3433
39.452,13.3614
39.481,12.1801
39.515,11.35
39.548,9.8924
39.582,8.2987
39.615,6.5832
39.648,4.7635
39.682,2.8662
39.715,0.9035
39.748,-1.0977
39.782,-2.9976
39.815,-4.8486
39.847,-6.627
39.882,-8.3607
39.915,-9.8307
39.948,-11.1191
40.016,-12.2333
40.048,-13.1015
40.082,-13.7178
40.114,-14.0987
40.148,-14.217
40.181,-14.048
40.214,-13.5997
40.248,-12.8992
40.281,-11.9977
40.314,-10.8406
40.348,-9.459
40.381,-7.9111
40.415,-6.1625
40.448,-4.3628
40.482,-2.4749
40.514,-0.52
40.547,1.4419
40.582,3.3376
40.615,5.1946
40.648,6.9208
40.682,8.55
40.714,10.0488
40.748,11.6194
40.781,12.7693
40.815,13.7973
40.848,14.4899
40.881,14.9307
40.914,15.185
40.948,15.2089
40.981,15.0027
41.014,14.5929
41.048,13.8622
41.081,12.5728
41.115,11.3679
41.148,9.9794
41.181,8.4305
41.221,6.7588
41.249,4.9747
41.281,3.0604
41.315,1.108
41.348,-0.8934
41.381,-2.7932
41.415,-4.6439
41.448,-6.4132
41.481,-8.1535
41.515,-9.6684
41.547,-11.0088
41.616,-12.1515
41.648,-13.0027
41.681,-13.6358
41.715,-14.0165
41.748,-14.1348
41.781,-13.9658
41.814,-13.5267
41.848,-12.8433
41.881,-11.9418
41.915,-10.7659
41.948,-9.3912
41.982,-7.8604
42.015,-6.1118
42.047,-4.3531
42.082,-2.5229
42.115,-0.6277
42.148,1.3342
42.182,3.2468
42.214,5.1108
42.248,6.837
42.282,8.4662
42.314,9.9821
42.348,11.3622
42.415,12.9034
42.448,13.839
42.482,14.4976
42.514,14.853
42.549,14.9715
42.581,14.8764
42.614,14.5685
42.648,13.9059
42.681,12.9569
42.714,11.6742
42.748,9.9949
42.781,8.446
42.815,6.7743
42.848,4.988
42.882,3.0903
42.915,1.1379
42.948,-0.8634
42.982,-2.7632
43.015,-4.614
43.048,-6.3999
43.081,-8.1391
43.115,-9.6539
43.148,-11.1396
43.215,-12.4309
43.254,-13.2988
43.281,-13.9318
43.315,-14.3126
43.348,-14.4308
43.382,-14.2619
43.415,-13.806
43.448,-13.1059
43.481,-12.1878
43.515,-10.8666
43.548,-9.3412
43.581,-7.8103
43.615,-6.063
43.648,-4.3043
43.681,-2.4741
43.715,-0.5265
43.748,1.4355
43.781,3.3314
43.815,5.2127
43.848,6.9637
43.881,8.6099
43.915,10.1257
43.947,11.4285
44.015,12.6193
44.049,13.5549
44.082,14.1611
44.115,14.4997
44.148,14.6181
44.181,14.4891
44.215,14.1564
44.248,13.4768
44.282,12.5692
44.315,11.3652
44.348,10.0351
44.382,8.5085
44.415,6.8535
44.448,5.086
44.481,3.1883
44.515,1.2693
44.548,-0.7153
44.582,-2.6319
44.615,-4.5071
44.648,-6.2684
44.682,-7.9894
44.715,-9.5096
44.748,-11.176
44.783,-12.2419
44.816,-13.4874
44.847,-14.2048
44.881,-14.704
44.915,-14.8997
44.948,-14.8591
44.982,-14.5791
45.015,-14.0631
45.049,-13.3119
45.081,-12.0592
45.115,-10.9767
45.149,-9.2667
45.181,-7.7364
45.215,-5.965
45.248,-4.2232
45.282,-2.4
45.315,-0.5049
45.348,1.457
45.382,3.3529
45.415,5.2102
45.448,6.9806
45.481,8.6098
45.515,10.1091
45.548,11.3489
45.581,12.5776
45.615,13.6447
45.648,14.3948
45.682,14.8475
45.715,15.1137
45.748,15.1485
45.782,14.8916
45.815,14.476
45.848,13.7282
45.882,12.7467
45.915,11.487
45.948,10.0825
45.981,8.5022
46.014,6.7863
46.049,4.9734
46.081,3.0481
46.115,1.1021
46.148,-0.8934
46.181,-2.7932
46.215,-4.6369
46.248,-6.3984
46.282,-8.1376
46.314,-9.6524
46.349,-10.8069
46.416,-11.9327
46.448,-12.8005
46.482,-13.4166
46.515,-13.7973
46.548,-13.9087
46.581,-13.7408
46.615,-13.2926
46.648,-12.5925
46.682,-11.691
46.715,-10.6856
46.748,-9.3279
46.781,-7.7971
46.815,-6.0655
46.848,-4.3068
46.881,-2.4834
46.915,-0.5943
46.948,1.3509
46.981,3.2299
47.015,5.0869
47.048,6.8131
47.081,8.4253
47.115,9.9241
47.148,11.2981
47.215,12.7087
47.248,13.6272
47.282,14.3
47.315,14.6383
47.348,14.7736
47.382,14.6792
47.415,14.3317
47.448,13.6861
47.481,12.7542
47.514,11.461
47.549,9.9144
47.581,8.3602
47.615,6.6577
47.648,4.8718
47.681,2.9741
47.714,1.0282
47.749,-0.9337
47.782,-2.8672
47.814,-4.718
47.848,-6.4872
47.881,-8.2284
47.915,-9.7039
47.948,-11.0628
47.981,-12.0254
48.015,-12.9327
48.048,-13.6338
48.081,-14.0992
48.115,-14.2949
48.148,-14.2611
48.182,-13.9732
48.215,-13.4403
48.248,-12.6891
48.282,-11.7273
48.315,-10.7126
48.349,-9.3408
48.383,-7.8099
48.415,-6.0796
48.448,-4.3375
48.481,-2.5074
48.515,-0.6288
48.548,1.2995
48.581,3.1785
48.615,5.0355
48.648,6.7617
48.681,8.3914
48.715,9.8732
48.748,11.3203
48.781,12.2007
48.814,13.2119
48.848,13.93
48.882,14.3869
48.915,14.6072
48.948,14.6142
48.982,14.3846
49.015,13.9575
49.048,13.227
49.081,12.0456
49.114,11.1341
49.149,9.757
49.181,8.2198
49.215,6.5321
49.249,4.7632
49.28,2.8825
49.314,0.9367
49.348,-1.0478
49.381,-2.9476
49.415,-4.7816
49.448,-6.5172
49.482,-8.2114
49.515,-9.6867
49.548,-10.968
49.616,-12.0749
49.648,-12.9257
49.681,-13.5251
49.715,-13.9059
49.749,-14.0072
49.782,-13.8214
49.815,-13.3826
49.848,-12.6825
49.882,-11.7814
49.915,-10.648
49.948,-9.2903
49.982,-7.7765
50.015,-6.0449
50.052,-4.3028
50.082,-2.4726
50.115,-0.5942
50.149,1.3341
50.181,3.2131
50.215,5.0535
50.249,6.7797
50.282,8.3919
50.314,9.8737
50.349,11.3492
50.382,12.4927
50.415,13.4757
50.449,14.1771
50.482,14.6347
50.514,14.872
50.549,14.879
50.582,14.6727
50.615,14.2631
50.649,13.5494
50.682,12.355
50.714,11.1971
50.749,9.8944
50.781,8.3796
